text,likes,replies,date,sentiment
"Actually no group of people in the history of the world has received more attention and support then the people of Gaza.  Just ask the millions who have suffered in Sudan, the Yazidi people, the Kurds by Saddam Hussain, the Nigerian girls from  Boko Haram, the million people gassed by Syria Bashar al-Assad and the list goes on and on.  Were there any protest on college campus for these innocent people so unfairly harmed?  No!",14,1,2024-08-15T17:25:04Z,2
3 years no internet,0,0,2024-01-11T05:14:02Z,2
"Why does that guy keep calling them ""Kids"".  If you call them kids then you're certainly not gonna care about any actual kids in Gaza. Was that the point?",31,14,2023-11-16T05:29:28Z,2
GOD PROTECT ISRAEL AND ITS PEOPLE🙏,0,0,2023-11-20T06:51:05Z,0
Only satàn can tell Israel what to do,0,0,2024-10-21T23:37:05Z,1
Crisis actors and payed mercenaries this wars are inside jobs to eradicate remaining citiziens from their old lands,2,0,2023-12-25T16:23:37Z,2
O mention of the dead Hostages found outside the hospital nor the torture they endured upon executions,3,0,2023-11-19T21:47:17Z,2
What is the point of having a garrison if it can't defend the border?,1,1,2024-05-15T07:15:57Z,2
"B O Y C O T T 
I S R E A L 
nice stories.",2,0,2024-05-06T10:14:46Z,1
"hostages are abandoned,  cnn lunatics",0,0,2024-08-18T12:14:28Z,2
"When the women of their intelligence was telling them about the coming attack they wanted to shut her up because they wanted the plan to go through
Now we know why as it allowed them to carry out a genocide and ethnic cleaning of Gazans",1,0,2024-03-20T22:06:00Z,1
To have a........lied to the world...wow,1,0,2024-10-21T10:01:07Z,2
A case study in atrocity propaganda,2,0,2024-03-21T16:36:16Z,2
Stand Israel,0,0,2024-03-20T12:58:04Z,0
"Woow,  angry zionists are busy commenting here",0,1,2024-08-21T13:55:12Z,1
Way to go Jews. Have you learned nothing from the nazis?,0,0,2024-04-13T18:40:06Z,1
"There's is no Palestine. The word palestina was given to the land of Israel by the roman empire because it hated the Jews who were there before any arab. There's no such a place as west bank, its ""Judea and Samaria"". All of gaza ""It's territory legitimately conquered by Israel in 1967"" it is JEWISH LAND!!. By thousands of years of history, heritage, and by promiseI. It is the heartland of their biblical history. Jewish is an ethic group, is a religion, is a culture, is a Nation. Judeism was born 5,000yrs ago it is one of the most ancient Nation on the planet!",4,0,2024-12-05T04:58:57Z,0
Now Gaza are paying the consequences...,0,0,2024-06-13T06:00:36Z,2
"""where's Daddy"" is the sickest thing i have ever heard of. The targeting of children is actually PROGRAMMED! There is no denying that you are targeting children when you have actually written the code and licensed an AI for it.",4,0,2024-10-04T06:04:39Z,2
Everyone needs to share this video,1,0,2024-03-22T00:47:07Z,2
The Israel has fallen,1,0,2024-08-01T11:07:45Z,1
"Israel has messed up the world, if they were human they would have humanity, if you search the history of many major wars in the world, you can see how bad they are.",0,0,2024-10-26T10:06:10Z,1
"Is this splashing water from the bottle for making ""tears"" more realistic?",0,0,2024-08-15T21:03:09Z,2
"When an Empire is built on lies , Truth is seen as Terrorism.",0,0,2024-10-03T14:04:00Z,2
"1:17:46 then why are you doing war, support the war and also living there among Hamas rule? The children and animals don't deserve to be tortured and die because of your selfish ideals!! The world unfortunately is governed by monsters, this is how it is!",0,0,2024-10-30T02:06:30Z,0
Tq Al Jazeera for this docu😢,4,0,2024-10-26T10:27:44Z,2
"The amount of sorrow and pain these innocent people are going through seems so unimaginable.
The subtitles for the footage does not fully convey the pain, devastation, desperation, agony and suffering the people of Gaza are going through. The words they use, their tone, the squeak in their voices. Their pain just cannot be translated.
This was the most heartwrenching documentary i've ever seen in my life.",35,1,2024-10-11T21:11:46Z,2
What did they ever do to the world 😢. May Allah bless them. They are the true chosen one.,0,0,2024-08-16T19:58:28Z,1
"Shame on you Britain, I am from Gibraltar. Shame on you! Sort your own country out, SHAME ON YOU.",0,0,2024-10-08T20:57:25Z,2
"I have seen BOTH sides of this war .Both sides are UGLY. Whatever we do on this planet, we need Jesus to restore. PERIOD. Repent and accept Lord Jesus as your savior. Time is short",0,1,2024-10-03T20:36:09Z,2
"How convenient that the Hamas go pro recordings came from the IDF.

COME ON GUYS, WAKE UP TO THIS BULLSHIT ALREADY!

Have you not seen the fake evidence the Israeli government tried to submit to justify its bombing of the Al-Shifaa hospital?

You have to be blind, deaf and dumb to not see that this is clear genocide being committed BY the Israeli government.",1,0,2023-11-18T18:39:18Z,1
40:39 Look at how squirmy he gets,0,0,2024-03-21T05:18:56Z,2
I use to think 🤔 that musslims were 😈 evil and that Israel 🇮🇱 was the holy land but I was wrong lucifer is in Israel and his demons are in Washington 😮,1,0,2024-01-14T00:43:39Z,1
"One side muslim stand with gaza and otherside they busy with preparation of chemical bombs in Muslim education university with support of isis terrorist..... Search in google it's happened in bharat may be next is your county.
Choice is your, because they are not worth believe and dont respect other culture because they believe in single god so there is only one religion for them that is Islam.",0,0,2023-11-16T00:07:50Z,0
We are somehow also involved in this genocide,0,0,2024-10-04T04:18:25Z,1
"Investigate war crimes in Nagarno Karabakh, Investigate in Balochistan, Investigate in Africa.😢",1,0,2024-10-04T00:50:17Z,2
Hamas is also a threat to Palestinians.,3,0,2024-08-14T03:13:58Z,0
All world didn't forget the 7/10,0,0,2024-11-11T22:31:58Z,0
"Took a lot of time, money & energy to build but lost in an instant.",0,0,2023-11-03T16:12:57Z,2
You're not fooling me Israel. People are now waking up and knowing what you truly are.,0,0,2023-11-16T19:39:26Z,1
Boycott CNN aka (the shower of fake news),1,0,2023-11-16T16:17:20Z,2
"It's now y'all know you'll tell the world the truth because Israel has failed to scumb to pressure from all angles 

Jai Israel.",1,2,2024-03-24T22:48:35Z,1
Save humanity,2,0,2024-11-30T20:18:43Z,2
"⚠️⚠️⚠️ Funny yet Surprisingly ...

- All over the internet is full of the news over this unfortunate air accident...

- Yet; None say anything about 145.000 women & children which ""deliberately"" killed & still kill  in Ghaza !!

Domination of the news to cover up the events...even force the people to get use to it ...

Fake News ⁉️‼️

.",0,0,2024-12-26T13:23:37Z,2
This news channel is run by Hamas,2,0,2024-06-04T18:56:32Z,0
Israhell has to pay for this Destruction and contínuos murder!!,0,0,2024-09-09T21:24:07Z,1
Israeli government and IDF are blatant liars. They lie about absolutely everything.,0,0,2023-11-16T08:05:39Z,1
Where are the proofs that disprove there are NO terrorism on 10/7/23?,0,0,2024-04-18T13:49:42Z,0
Going to war using toys against one of the strongest armies of the world doesn’t make any sense 😮,0,0,2023-11-17T04:22:21Z,2
If only Hamas would’ve not build those tunnels,0,0,2024-01-21T13:12:30Z,2
"Allaahu Ahadh,only give justice ⚖️",0,0,2024-10-04T01:11:17Z,1
Thank you for this amazing journalistic piece of work Al Jazeera. May the world finally wake up.,47,0,2024-10-04T19:44:22Z,2
Thanks Al Jazeera for showing the truth.,81,1,2024-10-03T10:45:11Z,2
Arvel Crossroad,0,0,2024-10-13T19:47:35Z,2
This is all the consequence of 76 years of Arab hatred and constant negative education about Israel. Because of  Hamas's refusal to come to any arrangement with Israel at any time Hamas is entirely responsible for all the suffering and misery of the Gazans. All those who support Hamas and encourage them are complicit in extending the misery of Gazans.,0,1,2024-08-22T06:47:26Z,0
We would not think of the people who have suffered of so much of racism being so racists...,0,1,2024-10-08T12:14:40Z,2
this happened because of Hamas,3,0,2024-01-08T16:08:32Z,0
Al JalJeera is Deleting comments countering this propaganda video.,1,1,2024-10-06T22:04:12Z,2
"Leaders must learn the meaning of provocation and retaliation...
Whatever happened on Oct 7 was retaliation against whatever was happening since 1948...
Free Palestine 🇵🇸 
Let it re-alive 
Let them be happy
Stop killing the children and women
Stop detaining men 
Free the prisoners",3,2,2024-03-20T13:31:34Z,1
"I can't help but see this as an 'advert' to make the U.S. tax payer to agree to more 'Security Aid' to Israel, with their tax money.",3,3,2023-11-16T08:32:02Z,2
Terrible security leaves the nation to the hands of terrorism.,0,0,2023-11-16T05:03:08Z,2
"It is very reliable to listen to a media body headed by a country like Qatar: it funds, invented and supports terrorism. Partly a trending article and partly it sounds like they are really trying to turn the actions of Hamas into something that is normal",0,0,2024-05-12T06:12:49Z,0
Hamas started this war which affected the Gaza people so Palestinians must protest for their freedom against Hamas. Israel is fighting also to free Palestines from Hamas 🤔,0,0,2023-11-24T21:08:03Z,0
How many innocents Israelis Hamas killed,0,0,2024-04-26T11:21:50Z,0
"i have watched many documentaries on the holocaust commited by the nazis and thought it was the worst thing id ever seen and couldnt fathom how human beings could be so cruel to others,this documentary is on par with that level of cruelty and the fact that the relatives of those who suffered that cruelty in the recent past have now become the perpatrators of such evil is a gut wrenching disgrace to the memory of those killed by the nazis,im an atheist and glad i dont believe in an afterlife because i cudnt bare the thought of those killed in WW2 looking down on their grandchildren commiting the same level of evil crimes that where inflicted on them as it would break their hearts all over again",2,0,2024-10-11T01:34:21Z,2
CNN what happened on October 7th,0,0,2024-08-19T13:36:18Z,2
Why do some soldiers have american accent?,2,1,2024-10-16T21:44:36Z,2
"I am sure these ladies are ""woke"" BBC reporters, just like almost all BBC reporters.",1,0,2024-02-06T08:53:39Z,2
"Netanyahu knew that Hamas was comming. Letting them come in, make casualties, make some extra themselves with extra barbaric stories so they can play out their own plan with support from the rest of the world. Hitler's spirit never left.",2,0,2024-03-23T12:28:13Z,1
I have no words left my heart is broken😢,470,14,2024-10-03T10:19:09Z,2
"The Palestinians supported Hamas, a terrorist organization.
Hamas and the Palestinians wanted war and everyone is now suffering!
what were they thinking Will they conquer Israel? Will Israel be defeated?
The residents in Gaza had homes, jobs in Israel and they destroyed everything. Only power they understand!
The Israelis want peace. Muslims always want war!
The Muslims want to kill the Jews and then the Christians and the other religions.
Israel allowed people from Gaza to flee to the south, Hamas does not let them and uses people and hospitals as a shield.
Every child today in Gaza will become a terrorist in the future!",0,0,2023-11-07T07:27:04Z,0
Why is CNN covering their faces when they are terrorists. Hamas has the 7th century mindset. Dont you get it journalist. Be careful you might be transformed into their mindset.😮 No wonder CNN reporters talks like them too😮 And also Israel thought now that hamas was becoming transformed  to be real human beings for the 21st century. They have woken up sleeping the lion.😅,0,0,2023-11-16T03:31:41Z,2
Time for the truth 🇵🇸🇵🇸🇵🇸❤️🙏,0,0,2024-03-25T00:11:00Z,2
It's a beautiful day in the neighborhood!,0,0,2023-10-16T00:47:02Z,2
